"","day","research_name","value"
"142",2022-06-06,"soil_vwc_15cm",0.302651175065574
"143",2022-06-06,"soil_vwc_15cm",0.318822408114754
"144",2022-06-06,"soil_vwc_15cm",0.39879212647541
"145",2022-06-06,"soil_vwc_15cm",0.362095323901639
"146",2022-06-06,"soil_vwc_15cm",0.329352812081967
"147",2022-06-06,"soil_vwc_15cm",0.314231897770492
"148",2022-06-06,"soil_vwc_15cm",0.356918385065574
"149",2022-06-06,"soil_vwc_15cm",0.328889366967213
"150",2022-06-06,"soil_vwc_15cm",0.391448479983607
"151",2022-06-06,"soil_vwc_15cm",0.374029417147541
"152",2022-06-06,"soil_vwc_15cm",0.293665185409836
"153",2022-06-06,"soil_vwc_15cm",0.368487979491803
"154",2022-06-06,"soil_vwc_15cm",0.285530922409836
"155",2022-06-06,"soil_vwc_15cm",0.348734521737705
"156",2022-06-06,"soil_vwc_15cm",0.341134225344262
"157",2022-06-06,"soil_vwc_15cm",0.289771686852459
"158",2022-06-06,"soil_vwc_15cm",0.297488989147541
"159",2022-06-06,"soil_vwc_15cm",0.399592917409836
"160",2022-06-06,"soil_vwc_15cm",0.401974877770492
"161",2022-06-06,"soil_vwc_15cm",0.300040353704918
"162",2022-06-06,"soil_vwc_15cm",0.844094840278689
"163",2022-06-06,"soil_vwc_15cm",0.425877530131148
"164",2022-06-06,"soil_vwc_15cm",0.298513490278689
"165",2022-06-06,"soil_vwc_15cm",0.355334354081967
"166",2022-06-06,"soil_vwc_15cm",0.326015218737705
"167",2022-06-06,"soil_vwc_15cm",0.317105537278689
"168",2022-06-06,"soil_vwc_15cm",0.362961103983607
"169",2022-06-06,"soil_vwc_15cm",0.327634987393443
"170",2022-06-06,"soil_vwc_15cm",0.39533593747541
"171",2022-06-06,"soil_vwc_15cm",0.304613122393443
"172",2022-06-06,"soil_vwc_15cm",0.336518469704918
"173",2022-06-06,"soil_vwc_15cm",0.350452727967213
"174",2022-06-06,"soil_vwc_15cm",0.38231947604918
"175",2022-06-06,"soil_vwc_15cm",0.308438515885246
"176",2022-06-07,"soil_vwc_15cm",0.29802492704918
"177",2022-06-07,"soil_vwc_15cm",0.29676360025
"178",2022-06-07,"soil_vwc_15cm",0.394470475344262
"179",2022-06-07,"soil_vwc_15cm",0.327004363737705
"180",2022-06-07,"soil_vwc_15cm",0.307921464262295
"181",2022-06-07,"soil_vwc_15cm",0.387737358016393
"182",2022-06-07,"soil_vwc_15cm",0.355035543901639
"183",2022-06-07,"soil_vwc_15cm",0.368734391377049
"184",2022-06-07,"soil_vwc_15cm",0.3459623149
"185",2022-06-07,"soil_vwc_15cm",0.281848733967213
"186",2022-06-07,"soil_vwc_15cm",0.32754682705
"187",2022-06-07,"soil_vwc_15cm",0.333735191819672
"188",2022-06-07,"soil_vwc_15cm",0.280751231327869
"189",2022-06-07,"soil_vwc_15cm",0.294500760163934
"190",2022-06-07,"soil_vwc_15cm",0.398611403229508
"191",2022-06-07,"soil_vwc_15cm",0.294334408295082
"192",2022-06-07,"soil_vwc_15cm",0.843815234327869
"193",2022-06-07,"soil_vwc_15cm",0.423224802852459
"194",2022-06-07,"soil_vwc_15cm",0.2782506202
"195",2022-06-07,"soil_vwc_15cm",0.3334990879
"196",2022-06-07,"soil_vwc_15cm",0.320842349672131
"197",2022-06-07,"soil_vwc_15cm",0.30849288547541
"198",2022-06-07,"soil_vwc_15cm",0.359246866098361
"199",2022-06-07,"soil_vwc_15cm",0.30622848955
"200",2022-06-07,"soil_vwc_15cm",0.37503393295
"201",2022-06-07,"soil_vwc_15cm",0.299247320770492
"202",2022-06-07,"soil_vwc_15cm",0.31373332015
"203",2022-06-07,"soil_vwc_15cm",0.348361629016393
"204",2022-06-07,"soil_vwc_15cm",0.361572316
"205",2022-06-07,"soil_vwc_15cm",0.28616526715
"206",2022-06-08,"soil_vwc_15cm",0.363218771327869
"207",2022-06-08,"soil_vwc_15cm",0.292998951262295
"208",2022-06-08,"soil_vwc_15cm",0.308916968278689
"209",2022-06-08,"soil_vwc_15cm",0.388764021213115
"210",2022-06-08,"soil_vwc_15cm",0.355595518885246
"211",2022-06-08,"soil_vwc_15cm",0.303589765885246
"212",2022-06-08,"soil_vwc_15cm",0.348521113147541
"213",2022-06-08,"soil_vwc_15cm",0.317946707967213
"214",2022-06-08,"soil_vwc_15cm",0.383707967278688
"215",2022-06-08,"soil_vwc_15cm",0.350510595016393
"216",2022-06-08,"soil_vwc_15cm",0.364628819622951
"217",2022-06-08,"soil_vwc_15cm",0.282799534098361
"218",2022-06-08,"soil_vwc_15cm",0.359275863213115
"219",2022-06-08,"soil_vwc_15cm",0.277262484163934
"220",2022-06-08,"soil_vwc_15cm",0.34234460052459
"221",2022-06-08,"soil_vwc_15cm",0.327563384868852
"222",2022-06-08,"soil_vwc_15cm",0.273646556672131
"223",2022-06-08,"soil_vwc_15cm",0.291429037295082
"224",2022-06-08,"soil_vwc_15cm",0.395798873868852
"225",2022-06-08,"soil_vwc_15cm",0.289597259032787
"226",2022-06-08,"soil_vwc_15cm",0.84347051204918
"227",2022-06-08,"soil_vwc_15cm",0.420489535540984
"228",2022-06-08,"soil_vwc_15cm",0.290471305836066
"229",2022-06-08,"soil_vwc_15cm",0.34728288547541
"230",2022-06-08,"soil_vwc_15cm",0.315304663836066
"231",2022-06-08,"soil_vwc_15cm",0.298619813032787
"232",2022-06-08,"soil_vwc_15cm",0.355733382360656
"233",2022-06-08,"soil_vwc_15cm",0.319114350557377
"234",2022-06-08,"soil_vwc_15cm",0.39074288352459
"235",2022-06-08,"soil_vwc_15cm",0.294291930065574
"236",2022-06-08,"soil_vwc_15cm",0.32526568147541
"237",2022-06-08,"soil_vwc_15cm",0.346630068852459
"238",2022-06-08,"soil_vwc_15cm",0.376807798590164
"239",2022-06-08,"soil_vwc_15cm",0.297450962229508
"240",2022-06-09,"soil_vwc_15cm",0.38570374457377
"241",2022-06-09,"soil_vwc_15cm",0.291460387245902
"242",2022-06-09,"soil_vwc_15cm",0.323918269491803
"243",2022-06-09,"soil_vwc_15cm",0.412029436540984
"244",2022-06-09,"soil_vwc_15cm",0.370243958278689
"245",2022-06-09,"soil_vwc_15cm",0.358514943311475
"246",2022-06-09,"soil_vwc_15cm",0.329708090327869
"247",2022-06-09,"soil_vwc_15cm",0.397482995770492
"248",2022-06-09,"soil_vwc_15cm",0.357574826327869
"249",2022-06-09,"soil_vwc_15cm",0.387854045967213
"250",2022-06-09,"soil_vwc_15cm",0.380087397704918
"251",2022-06-09,"soil_vwc_15cm",0.286484520508197
"252",2022-06-09,"soil_vwc_15cm",0.353282299491803
"253",2022-06-09,"soil_vwc_15cm",0.345605059
"254",2022-06-09,"soil_vwc_15cm",0.296720947147541
"255",2022-06-09,"soil_vwc_15cm",0.295396364032787
"256",2022-06-09,"soil_vwc_15cm",0.293082572327869
"257",2022-06-09,"soil_vwc_15cm",0.842985700639344
"258",2022-06-09,"soil_vwc_15cm",0.453346891196721
"259",2022-06-09,"soil_vwc_15cm",0.304285378688525
"260",2022-06-09,"soil_vwc_15cm",0.362601819557377
"261",2022-06-09,"soil_vwc_15cm",0.32573325995082
"262",2022-06-09,"soil_vwc_15cm",0.322467968622951
"263",2022-06-09,"soil_vwc_15cm",0.366756991639344
"264",2022-06-09,"soil_vwc_15cm",0.333355304180328
"265",2022-06-09,"soil_vwc_15cm",0.403894092508197
"266",2022-06-09,"soil_vwc_15cm",0.308273690180328
"267",2022-06-09,"soil_vwc_15cm",0.342781592131148
"268",2022-06-09,"soil_vwc_15cm",0.359796412295082
"269",2022-06-09,"soil_vwc_15cm",0.388284996508197
"270",2022-06-09,"soil_vwc_15cm",0.313016498967213
"271",2022-06-10,"soil_vwc_15cm",0.380578822491803
"272",2022-06-10,"soil_vwc_15cm",0.288456960213115
"273",2022-06-10,"soil_vwc_15cm",0.297703464318182
"274",2022-06-10,"soil_vwc_15cm",0.401631363704918
"275",2022-06-10,"soil_vwc_15cm",0.339819001545455
"276",2022-06-10,"soil_vwc_15cm",0.326346523491803
"277",2022-06-10,"soil_vwc_15cm",0.304020970786885
"278",2022-06-10,"soil_vwc_15cm",0.330242808454545
"279",2022-06-10,"soil_vwc_15cm",0.322246929213115
"280",2022-06-10,"soil_vwc_15cm",0.390561015655738
"281",2022-06-10,"soil_vwc_15cm",0.352796279868852
"282",2022-06-10,"soil_vwc_15cm",0.37850851752459
"283",2022-06-10,"soil_vwc_15cm",0.259261604568182
"284",2022-06-10,"soil_vwc_15cm",0.344259398636364
"285",2022-06-10,"soil_vwc_15cm",0.280177584459016
"286",2022-06-10,"soil_vwc_15cm",0.325302373
"287",2022-06-10,"soil_vwc_15cm",0.328241637557377
"288",2022-06-10,"soil_vwc_15cm",0.282833364065574
"289",2022-06-10,"soil_vwc_15cm",0.293721081163934
"290",2022-06-10,"soil_vwc_15cm",0.392872963245902
"291",2022-06-10,"soil_vwc_15cm",0.404865940983607
"292",2022-06-10,"soil_vwc_15cm",0.287389853672131
"293",2022-06-10,"soil_vwc_15cm",0.843356940016393
"294",2022-06-10,"soil_vwc_15cm",0.430242041032787
"295",2022-06-10,"soil_vwc_15cm",0.274008328340909
"296",2022-06-10,"soil_vwc_15cm",0.329481113909091
"297",2022-06-10,"soil_vwc_15cm",0.318956201819672
"298",2022-06-10,"soil_vwc_15cm",0.31063943504918
"299",2022-06-10,"soil_vwc_15cm",0.362122858442623
"300",2022-06-10,"soil_vwc_15cm",0.300780216590909
"301",2022-06-10,"soil_vwc_15cm",0.372061249545455
"302",2022-06-10,"soil_vwc_15cm",0.300281360426229
"303",2022-06-10,"soil_vwc_15cm",0.310557765045455
"304",2022-06-10,"soil_vwc_15cm",0.354682936442623
"305",2022-06-10,"soil_vwc_15cm",0.359779013159091
"306",2022-06-10,"soil_vwc_15cm",0.277633430159091
"307",2022-06-11,"soil_vwc_15cm",0.377489612327869
"308",2022-06-11,"soil_vwc_15cm",0.28858162555
"309",2022-06-11,"soil_vwc_15cm",0.318028802868852
"310",2022-06-11,"soil_vwc_15cm",0.350664165262295
"311",2022-06-11,"soil_vwc_15cm",0.387210195557377
"312",2022-06-11,"soil_vwc_15cm",0.35038528
"313",2022-06-11,"soil_vwc_15cm",0.37266282955
"314",2022-06-11,"soil_vwc_15cm",0.279390783360656
"315",2022-06-11,"soil_vwc_15cm",0.362133478
"316",2022-06-11,"soil_vwc_15cm",0.27958855195
"317",2022-06-11,"soil_vwc_15cm",0.29205048595
"318",2022-06-11,"soil_vwc_15cm",0.391398307344262
"319",2022-06-11,"soil_vwc_15cm",0.401342219229508
"320",2022-06-11,"soil_vwc_15cm",0.286164852754098
"321",2022-06-11,"soil_vwc_15cm",0.843572065540984
"322",2022-06-11,"soil_vwc_15cm",0.42736515842623
"323",2022-06-11,"soil_vwc_15cm",0.29295119504918
"324",2022-06-11,"soil_vwc_15cm",0.34905170947541
"325",2022-06-11,"soil_vwc_15cm",0.315124067770492
"326",2022-06-11,"soil_vwc_15cm",0.30273506215
"327",2022-06-11,"soil_vwc_15cm",0.35938733995
"328",2022-06-11,"soil_vwc_15cm",0.319428549557377
"329",2022-06-11,"soil_vwc_15cm",0.395070194180328
"330",2022-06-11,"soil_vwc_15cm",0.29610300655
"331",2022-06-11,"soil_vwc_15cm",0.328372633295082
"332",2022-06-11,"soil_vwc_15cm",0.351853046967213
"333",2022-06-11,"soil_vwc_15cm",0.381971510672131
"334",2022-06-11,"soil_vwc_15cm",0.295807474442623
"335",2022-06-12,"soil_vwc_15cm",0.375914229606557
"336",2022-06-12,"soil_vwc_15cm",0.288806070213115
"337",2022-06-12,"soil_vwc_15cm",0.394869185672131
"338",2022-06-12,"soil_vwc_15cm",0.359919459262295
"339",2022-06-12,"soil_vwc_15cm",0.302259078114754
"340",2022-06-12,"soil_vwc_15cm",0.348788954918033
"341",2022-06-12,"soil_vwc_15cm",0.315076565918033
"342",2022-06-12,"soil_vwc_15cm",0.348664826918033
"343",2022-06-12,"soil_vwc_15cm",0.369366604786885
"344",2022-06-12,"soil_vwc_15cm",0.278136085836066
"345",2022-06-12,"soil_vwc_15cm",0.360290189918033
"346",2022-06-12,"soil_vwc_15cm",0.279979310327869
"347",2022-06-12,"soil_vwc_15cm",0.345910482557377
"348",2022-06-12,"soil_vwc_15cm",0.322674954606557
"349",2022-06-12,"soil_vwc_15cm",0.272932439131148
"350",2022-06-12,"soil_vwc_15cm",0.29052567542623
"351",2022-06-12,"soil_vwc_15cm",0.399026265459016
"352",2022-06-12,"soil_vwc_15cm",0.287776100327869
"353",2022-06-12,"soil_vwc_15cm",0.425566383459016
"354",2022-06-12,"soil_vwc_15cm",0.292133679901639
"355",2022-06-12,"soil_vwc_15cm",0.348531160393443
"356",2022-06-12,"soil_vwc_15cm",0.315095070655738
"357",2022-06-12,"soil_vwc_15cm",0.296968312885246
"358",2022-06-12,"soil_vwc_15cm",0.357656348918033
"359",2022-06-12,"soil_vwc_15cm",0.318103394131148
"360",2022-06-12,"soil_vwc_15cm",0.394240406131148
"361",2022-06-12,"soil_vwc_15cm",0.293777676409836
"362",2022-06-12,"soil_vwc_15cm",0.324270559
"363",2022-06-12,"soil_vwc_15cm",0.357414642704918
"364",2022-06-12,"soil_vwc_15cm",0.384005632836066
"365",2022-06-12,"soil_vwc_15cm",0.29367059057377
"366",2022-06-13,"soil_vwc_15cm",0.372810012163934
"367",2022-06-13,"soil_vwc_15cm",0.283565986344262
"368",2022-06-13,"soil_vwc_15cm",0.312380915278688
"369",2022-06-13,"soil_vwc_15cm",0.387937349081967
"370",2022-06-13,"soil_vwc_15cm",0.298158784344262
"371",2022-06-13,"soil_vwc_15cm",0.345136844622951
"372",2022-06-13,"soil_vwc_15cm",0.378844909491803
"373",2022-06-13,"soil_vwc_15cm",0.337675174786885
"374",2022-06-13,"soil_vwc_15cm",0.364483070967213
"375",2022-06-13,"soil_vwc_15cm",0.271424970704918
"376",2022-06-13,"soil_vwc_15cm",0.355875252016393
"377",2022-06-13,"soil_vwc_15cm",0.274092260131148
"378",2022-06-13,"soil_vwc_15cm",0.343042121032787
"379",2022-06-13,"soil_vwc_15cm",0.317729929098361
"380",2022-06-13,"soil_vwc_15cm",0.26537328557377
"381",2022-06-13,"soil_vwc_15cm",0.28722401052459
"382",2022-06-13,"soil_vwc_15cm",0.396472039344262
"383",2022-06-13,"soil_vwc_15cm",0.84318556452459
"384",2022-06-13,"soil_vwc_15cm",0.422745968918033
"385",2022-06-13,"soil_vwc_15cm",0.287166461426229
"386",2022-06-13,"soil_vwc_15cm",0.345312162704918
"387",2022-06-13,"soil_vwc_15cm",0.309547083213115
"388",2022-06-13,"soil_vwc_15cm",0.287732286704918
"389",2022-06-13,"soil_vwc_15cm",0.353900841016393
"390",2022-06-13,"soil_vwc_15cm",0.31337978957377
"391",2022-06-13,"soil_vwc_15cm",0.391779148836066
"392",2022-06-13,"soil_vwc_15cm",0.288658858983607
"393",2022-06-13,"soil_vwc_15cm",0.318604421032787
"394",2022-06-13,"soil_vwc_15cm",0.35196630104918
"395",2022-06-13,"soil_vwc_15cm",0.379491557868852
"396",2022-06-13,"soil_vwc_15cm",0.288501791278689
"397",2022-06-14,"soil_vwc_15cm",0.39502383695082
"398",2022-06-14,"soil_vwc_15cm",0.309419203393443
"399",2022-06-14,"soil_vwc_15cm",0.340681972098361
"400",2022-06-14,"soil_vwc_15cm",0.438019563213115
"401",2022-06-14,"soil_vwc_15cm",0.396947312229508
"402",2022-06-14,"soil_vwc_15cm",0.343731692770492
"403",2022-06-14,"soil_vwc_15cm",0.370185582508197
"404",2022-06-14,"soil_vwc_15cm",0.368938388622951
"405",2022-06-14,"soil_vwc_15cm",0.345911881540984
"406",2022-06-14,"soil_vwc_15cm",0.375877665262295
"407",2022-06-14,"soil_vwc_15cm",0.289069015540984
"408",2022-06-14,"soil_vwc_15cm",0.391024905901639
"409",2022-06-14,"soil_vwc_15cm",0.314820933459016
"410",2022-06-14,"soil_vwc_15cm",0.35861554295082
"411",2022-06-14,"soil_vwc_15cm",0.383387218491803
"412",2022-06-14,"soil_vwc_15cm",0.328011568344262
"413",2022-06-14,"soil_vwc_15cm",0.311920776852459
"414",2022-06-14,"soil_vwc_15cm",0.420239371836066
"415",2022-06-14,"soil_vwc_15cm",0.325256969622951
"416",2022-06-14,"soil_vwc_15cm",0.842687208409836
"417",2022-06-14,"soil_vwc_15cm",0.458407905163934
"418",2022-06-14,"soil_vwc_15cm",0.311269486393443
"419",2022-06-14,"soil_vwc_15cm",0.38631096704918
"420",2022-06-14,"soil_vwc_15cm",0.334588063098361
"421",2022-06-14,"soil_vwc_15cm",0.348928280967213
"422",2022-06-14,"soil_vwc_15cm",0.387341254885246
"423",2022-06-14,"soil_vwc_15cm",0.341135369967213
"424",2022-06-14,"soil_vwc_15cm",0.414745499622951
"425",2022-06-14,"soil_vwc_15cm",0.323945168131148
"426",2022-06-14,"soil_vwc_15cm",0.359235928590164
"427",2022-06-14,"soil_vwc_15cm",0.380082501262295
"428",2022-06-14,"soil_vwc_15cm",0.39205010652459
"429",2022-06-14,"soil_vwc_15cm",0.331944874344262
"430",2022-06-15,"soil_vwc_15cm",0.389395789491803
"431",2022-06-15,"soil_vwc_15cm",0.315326983983607
"432",2022-06-15,"soil_vwc_15cm",0.333459846409836
"433",2022-06-15,"soil_vwc_15cm",0.419204569098361
"434",2022-06-15,"soil_vwc_15cm",0.372714245377049
"435",2022-06-15,"soil_vwc_15cm",0.366499260704918
"436",2022-06-15,"soil_vwc_15cm",0.338621142065574
"437",2022-06-15,"soil_vwc_15cm",0.406287562688525
"438",2022-06-15,"soil_vwc_15cm",0.370867587016393
"439",2022-06-15,"soil_vwc_15cm",0.389466120213115
"440",2022-06-15,"soil_vwc_15cm",0.292675086557377
"441",2022-06-15,"soil_vwc_15cm",0.380300551934426
"442",2022-06-15,"soil_vwc_15cm",0.365971144393443
"443",2022-06-15,"soil_vwc_15cm",0.307404476229508
"444",2022-06-15,"soil_vwc_15cm",0.303909497229508
"445",2022-06-15,"soil_vwc_15cm",0.415518946786885
"446",2022-06-15,"soil_vwc_15cm",0.412258043180328
"447",2022-06-15,"soil_vwc_15cm",0.316468173065574
"448",2022-06-15,"soil_vwc_15cm",0.842719702983607
"449",2022-06-15,"soil_vwc_15cm",0.447296732229508
"450",2022-06-15,"soil_vwc_15cm",0.301354190081967
"451",2022-06-15,"soil_vwc_15cm",0.359897202704918
"452",2022-06-15,"soil_vwc_15cm",0.328072805672131
"453",2022-06-15,"soil_vwc_15cm",0.327104263885246
"454",2022-06-15,"soil_vwc_15cm",0.373116643934426
"455",2022-06-15,"soil_vwc_15cm",0.33335727547541
"456",2022-06-15,"soil_vwc_15cm",0.399903746131148
"457",2022-06-15,"soil_vwc_15cm",0.315900948803279
"458",2022-06-15,"soil_vwc_15cm",0.344052060016393
"459",2022-06-15,"soil_vwc_15cm",0.359370612557377
"460",2022-06-15,"soil_vwc_15cm",0.386995006442623
"461",2022-06-15,"soil_vwc_15cm",0.313595042278689
"462",2022-06-16,"soil_vwc_15cm",0.386368961278689
"463",2022-06-16,"soil_vwc_15cm",0.311059066540984
"464",2022-06-16,"soil_vwc_15cm",0.328854837508197
"465",2022-06-16,"soil_vwc_15cm",0.33020689157377
"466",2022-06-16,"soil_vwc_15cm",0.337728717704918
"467",2022-06-16,"soil_vwc_15cm",0.362645633180328
