"","day","Sensor_ID","Location","sapflow_2.5cm","soil_vwc_15cm","soil_vwc_30cm","soil_vwc_5cm","wx_par_den15","wx_tempavg15","wx_windspeed15","Plot","Tree_ID","Species","Grid_Square","DBH_2021","BA"
"459",2022-06-09,"F12","F2",0.586524590163934,0.341797152803279,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"FW",1563,"ACRU","F2",28.2,795.24
"460",2022-06-09,"F13","D6",0.445,0.342884304698212,0.294851502311475,0.321005967163934,795.829081967213,25.0124590163934,2.20377706721311,"FW",1519,"FAGR","D6",38.2,1459.24
"461",2022-06-09,"F14","D7",0.320295081967213,0.341922171065574,0.294851502311475,0.321005967163934,795.829081967213,25.0124590163934,2.20377706721311,"FW",1543,"FAGR","D7",35.5,1260.25
"462",2022-06-09,"F15","A6",0.329852459016393,0.348577242065574,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"FW",1516,"FAGR","A6",32.1,1030.41
"463",2022-06-09,"F16","H4",0.38683606557377,0.320166131868852,0.310830348618852,0.352043324635246,795.829081967213,25.0124590163934,2.20377706721311,"FW",1596,"FAGR","H4",27.2,739.84
"464",2022-06-09,"F17","I6",0.433770491803279,0.31287841822541,0.316645526032787,0.366643038065574,795.829081967213,25.0124590163934,2.20377706721311,"FW",1580,"FAGR","I6",30.5,930.25
"465",2022-06-09,"F18","H8",0.377377049180328,0.321107720510539,0.32911784642623,0.385890763245902,795.829081967213,25.0124590163934,2.20377706721311,"FW",1569,"FAGR","H8",39.9,1592.01
"466",2022-06-09,"F2","G6",0.475737704918033,0.324779478147541,0.291155981131148,0.355359058860656,795.829081967213,25.0124590163934,2.20377706721311,"FW",1576,"LITU","G6",68.8,4733.44
"467",2022-06-09,"F20","I7",0.590081967213115,0.321867931836066,0.316645526032787,0.366643038065574,795.829081967213,25.0124590163934,2.20377706721311,"FW",1573,"ACRU","I7",34.1,1162.81
"468",2022-06-09,"F3","D5",0.356885245901639,0.346082363742389,0.366476304655738,0.271725815770492,795.829081967213,25.0124590163934,2.20377706721311,"FW",1552,"LITU","D5",66.7,4448.89
"469",2022-06-09,"F4","E2",0.447360655737705,0.339347723278689,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"FW",1561,"LITU","E2",56.4,3180.96
"470",2022-06-09,"F5","G3",0.374688524590164,0.336706515358197,0.369459616,0.356162218528689,795.829081967213,25.0124590163934,2.20377706721311,"FW",1591,"LITU","G3",79.8,6368.04
"471",2022-06-09,"F6","D6",0.397459016393443,0.342884304698212,0.294851502311475,0.321005967163934,795.829081967213,25.0124590163934,2.20377706721311,"FW",1551,"LITU","D6",52.7,2777.29
"472",2022-06-09,"F7","B5",0.432032786885246,0.328596871779319,0.366476304655738,0.271725815770492,795.829081967213,25.0124590163934,2.20377706721311,"FW",1520,"ACRU","B5",25.4,645.16
"473",2022-06-09,"F8","B4",0.660688524590164,0.319084561456036,0.323802047868852,0.356366581418033,795.829081967213,25.0124590163934,2.20377706721311,"FW",1521,"ACRU","B4",25.9,670.81
"474",2022-06-09,"F9","G3",0.539573770491803,0.336706515358197,0.369459616,0.356162218528689,795.829081967213,25.0124590163934,2.20377706721311,"FW",1592,"ACRU","G3",43.2,1866.24
"475",2022-06-09,"S1","F7",0.532229508196721,0.327057102694379,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"SW",1771,"LITU","F7",47.7,2275.29
"476",2022-06-09,"S10","G5",0.414868852459016,0.331287652657228,0.336313370229508,0.365740693639344,795.829081967213,25.0124590163934,2.20377706721311,"SW",1775,"ACRU","G5",18.4,338.56
"477",2022-06-09,"S11","F6",0.458,0.337313612676602,0.290611077016393,0.382570530016393,795.829081967213,25.0124590163934,2.20377706721311,"SW",1772,"ACRU","F6",21,441
"478",2022-06-09,"S12","F4",0.504475409836066,0.347424979210773,0.358619612721311,0.37827172895082,795.829081967213,25.0124590163934,2.20377706721311,"SW",1776,"ACRU","F4",24.7,610.09
"479",2022-06-09,"S13","A2",0.304426229508197,0.324666810508197,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"SW",1848,"FAGR","A2",35.2,1239.04
"480",2022-06-09,"S14","I2",0.327196721311475,0.308747154278689,0.317570105819672,0.341867589508197,795.829081967213,25.0124590163934,2.20377706721311,"SW",1851,"FAGR","I2",31,961
"481",2022-06-09,"S15","E4",0.309,0.351239196983607,0.426628148426229,0.376122328418033,795.829081967213,25.0124590163934,2.20377706721311,"SW",1829,"FAGR","E4",22.5,506.25
"482",2022-06-09,"S16","C2",0.329573770491803,0.323835570483607,0.323802047868852,0.356366581418033,795.829081967213,25.0124590163934,2.20377706721311,"SW",1839,"FAGR","C2",28,784
"483",2022-06-09,"S17","D1",0.352672131147541,0.346923919,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"SW",1868,"FAGR","D1",33.1,1095.61
"484",2022-06-09,"S18","E5",0.480098360655738,0.355232631016393,0.426628148426229,0.376122328418033,795.829081967213,25.0124590163934,2.20377706721311,"SW",1780,"FAGR","E5",19.9,396.01
"485",2022-06-09,"S19","D2",0.490967213114754,0.318527484883197,0.323802047868852,0.356366581418033,795.829081967213,25.0124590163934,2.20377706721311,"SW",1835,"ACRU","D2",14.2,201.64
"486",2022-06-09,"S2","C5",0.470409836065574,0.339412232320492,0.366476304655738,0.271725815770492,795.829081967213,25.0124590163934,2.20377706721311,"SW",1790,"LITU","C5",61.7,3806.89
"487",2022-06-09,"S20","B8",0.506426229508197,0.331747236114754,0.259039101139344,0.345646042860656,795.829081967213,25.0124590163934,2.20377706721311,"SW",1749,"ACRU","B8",21.3,453.69
"488",2022-06-09,"S3","E5",0.371508196721311,0.355232631016393,0.426628148426229,0.376122328418033,795.829081967213,25.0124590163934,2.20377706721311,"SW",1783,"LITU","E5",36.9,1361.61
"489",2022-06-09,"S4","E6",0.648573770491803,0.354678501028689,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"SW",1781,"LITU","E6",50.8,2580.64
"490",2022-06-09,"S5","F5",0.38844262295082,0.342441699940128,0.358619612721311,0.37827172895082,795.829081967213,25.0124590163934,2.20377706721311,"SW",1778,"LITU","F5",44.2,1953.64
"491",2022-06-09,"S6","G6",0.340540983606557,0.324779478147541,0.291155981131148,0.355359058860656,795.829081967213,25.0124590163934,2.20377706721311,"SW",1773,"LITU","G6",49.7,2470.09
"492",2022-06-09,"S7","D7",0.467704918032787,0.341922171065574,0.294851502311475,0.321005967163934,795.829081967213,25.0124590163934,2.20377706721311,"SW",1733,"ACRU","D7",24.7,610.09
"493",2022-06-09,"S8","C6",0.49227868852459,0.3397698086027,0.294851502311475,0.321005967163934,795.829081967213,25.0124590163934,2.20377706721311,"SW",1788,"ACRU","C6",29.3,858.49
"494",2022-06-09,"S9","F2",0.612081967213115,0.341797152803279,0.331584222477166,0.347549774024297,795.829081967213,25.0124590163934,2.20377706721311,"SW",1865,"ACRU","F2",34.4,1183.36
"495",2022-06-10,"C1","F5",0.534227272727273,0.337024241183583,0.333944989080061,0.360672913235036,783.119049180328,22.7327868852459,1.14015582704918,"Control",1384,"LITU","F5",47.1,2218.41
"496",2022-06-10,"C10","D4",0.704262295081967,0.332580132133197,0.313713722721311,0.320180121704918,783.119049180328,22.7327868852459,1.14015582704918,"Control",1387,"ACRU","D4",36,1296
"497",2022-06-10,"C11","F2",0.391852459016393,0.335243927881537,0.317424600201139,0.332365408112511,783.119049180328,22.7327868852459,1.14015582704918,"Control",1395,"ACRU","F2",34.7,1204.09
"498",2022-06-10,"C12","G3",0.59885,0.327754546178006,0.347083683001811,0.337714913709874,783.119049180328,22.7327868852459,1.14015582704918,"Control",1328,"ACRU","G3",27.9,778.41
"499",2022-06-10,"C13","B8",0.460245901639344,0.327809780856557,0.265432424426229,0.351831744262295,783.119049180328,22.7327868852459,1.14015582704918,"Control",1407,"FAGR","B8",37.6,1413.76
"500",2022-06-10,"C14","B7",0.479754098360656,0.328716226848361,0.306265004081967,0.308016563352459,783.119049180328,22.7327868852459,1.14015582704918,"Control",1412,"FAGR","B7",25.1,630.01
"501",2022-06-10,"C15","A4",0.33183606557377,0.316640841557377,0.317424600201139,0.332365408112511,783.119049180328,22.7327868852459,1.14015582704918,"Control",1432,"FAGR","A4",28.5,812.25
"502",2022-06-10,"C16","E4",0.455508196721311,0.347345896576638,0.361303074013534,0.353693676093023,783.119049180328,22.7327868852459,1.14015582704918,"Control",1390,"FAGR","E4",32,1024
