"","Site","Plot","TIMESTAMP","Instrument","Instrument_ID","Sensor_ID","Location","Value","research_name","ID","F_OOB","F_OOS"
"81","GCW","W",2022-06-01 20:00:00,"RM Young 05103-10-L",NA,NA,NA,0.04039778,"wx_windspeed15","fdf4cbeebded1502",NA,0
"82","GCW","W",2022-06-01 20:15:00,"RM Young 05103-10-L",NA,NA,NA,0.009037778,"wx_windspeed15","3207c2073e2a2db8",NA,0
"83","GCW","W",2022-06-01 20:30:00,"RM Young 05103-10-L",NA,NA,NA,0.02613333,"wx_windspeed15","18432f807115bd76",NA,0
"84","GCW","W",2022-06-01 20:45:00,"RM Young 05103-10-L",NA,NA,NA,0.1618089,"wx_windspeed15","ac62a2f05229e5b5",NA,0
"85","GCW","W",2022-06-01 21:00:00,"RM Young 05103-10-L",NA,NA,NA,0,"wx_windspeed15","d55697c5ba6ba55c",NA,0
"86","GCW","W",2022-06-01 21:15:00,"RM Young 05103-10-L",NA,NA,NA,0.01252222,"wx_windspeed15","ce8aa7dea409d323",NA,0
"87","GCW","W",2022-06-01 21:30:00,"RM Young 05103-10-L",NA,NA,NA,0.04377333,"wx_windspeed15","92f9c1a2217b54bf",NA,0
"88","GCW","W",2022-06-01 21:45:00,"RM Young 05103-10-L",NA,NA,NA,0.03288444,"wx_windspeed15","4b322d0200843722",NA,0
"89","GCW","W",2022-06-01 22:00:00,"RM Young 05103-10-L",NA,NA,NA,0.04638666,"wx_windspeed15","a290f0e2057094b2",NA,0
"90","GCW","W",2022-06-01 22:15:00,"RM Young 05103-10-L",NA,NA,NA,0.06119555,"wx_windspeed15","d4a9a127e47cb1e9",NA,0
"91","GCW","W",2022-06-01 22:30:00,"RM Young 05103-10-L",NA,NA,NA,0.07622222,"wx_windspeed15","6a6afa9bb6225ace",NA,0
"92","GCW","W",2022-06-01 22:45:00,"RM Young 05103-10-L",NA,NA,NA,0.007839999,"wx_windspeed15","b37ac490a1e9053c",NA,0
"93","GCW","W",2022-06-01 23:00:00,"RM Young 05103-10-L",NA,NA,NA,0.02134222,"wx_windspeed15","ff676dce7aa99de8",NA,0
"94","GCW","W",2022-06-01 23:15:00,"RM Young 05103-10-L",NA,NA,NA,0.01753111,"wx_windspeed15","978f5e72a33368a1",NA,0
"95","GCW","W",2022-06-01 23:30:00,"RM Young 05103-10-L",NA,NA,NA,0,"wx_windspeed15","31b8aa4afb69761b",NA,0
"96","GCW","W",2022-06-01 23:45:00,"RM Young 05103-10-L",NA,NA,NA,0.06565999,"wx_windspeed15","161e34eb5711a989",NA,0
"97","GCW","W",2022-06-02,"RM Young 05103-10-L",NA,NA,NA,0.002395555,"wx_windspeed15","1b4554c045836ac5",NA,0
"98","GCW","W",2022-06-02 00:15:00,"RM Young 05103-10-L",NA,NA,NA,0.01219556,"wx_windspeed15","64b294505c591a72",NA,0
"99","GCW","W",2022-06-02 00:30:00,"RM Young 05103-10-L",NA,NA,NA,0.1693222,"wx_windspeed15","a2025ec85866fdc4",NA,0
"100","GCW","W",2022-06-02 00:45:00,"RM Young 05103-10-L",NA,NA,NA,0.4048489,"wx_windspeed15","a93ccd8017de2d14",NA,0
"101","GCW","W",2022-06-02 01:00:00,"RM Young 05103-10-L",NA,NA,NA,0.7090844,"wx_windspeed15","1a96d402bc161976",NA,0
"102","GCW","W",2022-06-02 01:15:00,"RM Young 05103-10-L",NA,NA,NA,0.3953755,"wx_windspeed15","e146e928a5f76142",NA,0
"103","GCW","W",2022-06-02 01:30:00,"RM Young 05103-10-L",NA,NA,NA,0.3249244,"wx_windspeed15","47217b446339213e",NA,0
"104","GCW","W",2022-06-02 01:45:00,"RM Young 05103-10-L",NA,NA,NA,0.3644511,"wx_windspeed15","bfef283edbde0eb1",NA,0
"105","GCW","W",2022-06-02 02:00:00,"RM Young 05103-10-L",NA,NA,NA,0.4256466,"wx_windspeed15","1fca7e6d5f96fb28",NA,0
"106","GCW","W",2022-06-02 02:15:00,"RM Young 05103-10-L",NA,NA,NA,0.4097489,"wx_windspeed15","df5a47c0efd5dfdd",NA,0
"107","GCW","W",2022-06-02 02:30:00,"RM Young 05103-10-L",NA,NA,NA,1.191136,"wx_windspeed15","024533a9db60f156",NA,0
"108","GCW","W",2022-06-02 02:45:00,"RM Young 05103-10-L",NA,NA,NA,1.352836,"wx_windspeed15","2e04bae87a6ccfc9",NA,0
"109","GCW","W",2022-06-02 03:00:00,"RM Young 05103-10-L",NA,NA,NA,1.878115,"wx_windspeed15","c428d9c020889fbd",NA,0
"110","GCW","W",2022-06-02 03:15:00,"RM Young 05103-10-L",NA,NA,NA,1.687995,"wx_windspeed15","0b5377e0b9d3138d",NA,0
"111","GCW","W",2022-06-02 03:30:00,"RM Young 05103-10-L",NA,NA,NA,1.704438,"wx_windspeed15","1c58de5c76051129",NA,0
"112","GCW","W",2022-06-02 03:45:00,"RM Young 05103-10-L",NA,NA,NA,1.402815,"wx_windspeed15","5bc985a84d36adb3",NA,0
"113","GCW","W",2022-06-02 04:00:00,"RM Young 05103-10-L",NA,NA,NA,1.478167,"wx_windspeed15","46a0212495915e40",NA,0
"114","GCW","W",2022-06-02 04:15:00,"RM Young 05103-10-L",NA,NA,NA,1.167942,"wx_windspeed15","7f9bcab384c72f3f",NA,0
"115","GCW","W",2022-06-02 04:30:00,"RM Young 05103-10-L",NA,NA,NA,1.183513,"wx_windspeed15","a472b293c260ecef",NA,0
"116","GCW","W",2022-06-02 04:45:00,"RM Young 05103-10-L",NA,NA,NA,1.109251,"wx_windspeed15","875b594b4a7e55ca",NA,0
"117","GCW","W",2022-06-02 05:00:00,"RM Young 05103-10-L",NA,NA,NA,0.9337222,"wx_windspeed15","c4bbd1af198c6abf",NA,0
"118","GCW","W",2022-06-02 05:15:00,"RM Young 05103-10-L",NA,NA,NA,1.027149,"wx_windspeed15","fc0a3ba6239d0e76",NA,0
"119","GCW","W",2022-06-02 05:30:00,"RM Young 05103-10-L",NA,NA,NA,1.508982,"wx_windspeed15","cfa56b5ab56815e6",NA,0
"120","GCW","W",2022-06-02 05:45:00,"RM Young 05103-10-L",NA,NA,NA,1.246342,"wx_windspeed15","fa289ff6105b4fc1",NA,0
"121","GCW","W",2022-06-02 06:00:00,"RM Young 05103-10-L",NA,NA,NA,1.233493,"wx_windspeed15","dcbdbbe07cc5266a",NA,0
"122","GCW","W",2022-06-02 06:15:00,"RM Young 05103-10-L",NA,NA,NA,1.240462,"wx_windspeed15","333f256d46d2bb80",NA,0
"123","GCW","W",2022-06-02 06:30:00,"RM Young 05103-10-L",NA,NA,NA,1.452251,"wx_windspeed15","6a311bacfdcf341a",NA,0
"124","GCW","W",2022-06-02 06:45:00,"RM Young 05103-10-L",NA,NA,NA,1.708467,"wx_windspeed15","52ec3a4c56f2a930",NA,0
"125","GCW","W",2022-06-02 07:00:00,"RM Young 05103-10-L",NA,NA,NA,0.8623999,"wx_windspeed15","db8a6e383023b5b9",NA,0
"126","GCW","W",2022-06-02 07:15:00,"RM Young 05103-10-L",NA,NA,NA,0.6733688,"wx_windspeed15","8eb2d6e749ebb12d",NA,0
"127","GCW","W",2022-06-02 07:30:00,"RM Young 05103-10-L",NA,NA,NA,0.5509778,"wx_windspeed15","ecd6fbc69db5f3d2",NA,0
"128","GCW","W",2022-06-02 07:45:00,"RM Young 05103-10-L",NA,NA,NA,0.8095888,"wx_windspeed15","93539a6cc9547592",NA,0
"129","GCW","W",2022-06-02 08:00:00,"RM Young 05103-10-L",NA,NA,NA,0.8161222,"wx_windspeed15","d0ebb5aa5fa4378d",NA,0
"130","GCW","W",2022-06-02 08:15:00,"RM Young 05103-10-L",NA,NA,NA,0.9804355,"wx_windspeed15","af9d7f415f701ed5",NA,0
"131","GCW","W",2022-06-02 08:30:00,"RM Young 05103-10-L",NA,NA,NA,0.7714778,"wx_windspeed15","9b6ea63643c884ed",NA,0
"132","GCW","W",2022-06-02 08:45:00,"RM Young 05103-10-L",NA,NA,NA,0.5314866,"wx_windspeed15","41fc4e65cbbcee59",NA,0
"133","GCW","W",2022-06-02 09:00:00,"RM Young 05103-10-L",NA,NA,NA,0.6091244,"wx_windspeed15","732354ee641065d4",NA,0
"134","GCW","W",2022-06-02 09:15:00,"RM Young 05103-10-L",NA,NA,NA,0.901491,"wx_windspeed15","e6355445477d3bde",NA,0
"135","GCW","W",2022-06-02 09:30:00,"RM Young 05103-10-L",NA,NA,NA,1.531304,"wx_windspeed15","2fa38be9a9930f4d",NA,0
"136","GCW","W",2022-06-02 09:45:00,"RM Young 05103-10-L",NA,NA,NA,1.362527,"wx_windspeed15","13f5667d0d21ad7b",NA,0
"137","GCW","W",2022-06-02 10:00:00,"RM Young 05103-10-L",NA,NA,NA,1.395302,"wx_windspeed15","f63ff182ee33525f",NA,0
"138","GCW","W",2022-06-02 10:15:00,"RM Young 05103-10-L",NA,NA,NA,0.9106377,"wx_windspeed15","dfc5d2d7f59c7ab0",NA,0
"139","GCW","W",2022-06-02 10:30:00,"RM Young 05103-10-L",NA,NA,NA,1.437115,"wx_windspeed15","2ecfb04d438ccdd5",NA,0
"140","GCW","W",2022-06-02 10:45:00,"RM Young 05103-10-L",NA,NA,NA,1.622226,"wx_windspeed15","257ccaafb3db2edd",NA,0
"141","GCW","W",2022-06-02 11:00:00,"RM Young 05103-10-L",NA,NA,NA,1.328009,"wx_windspeed15","834dcc2683482fd6",NA,0
"142","GCW","W",2022-06-02 11:15:00,"RM Young 05103-10-L",NA,NA,NA,1.566911,"wx_windspeed15","c0942292337d4f44",NA,0
"143","GCW","W",2022-06-02 11:30:00,"RM Young 05103-10-L",NA,NA,NA,1.164131,"wx_windspeed15","8725d89863315295",NA,0
"144","GCW","W",2022-06-02 11:45:00,"RM Young 05103-10-L",NA,NA,NA,1.388333,"wx_windspeed15","6a72a567c4553881",NA,0
"145","GCW","W",2022-06-02 12:00:00,"RM Young 05103-10-L",NA,NA,NA,1.540233,"wx_windspeed15","4106e1c7d6d5f078",NA,0
"146","GCW","W",2022-06-02 12:15:00,"RM Young 05103-10-L",NA,NA,NA,1.813653,"wx_windspeed15","806dd6cacbee538f",NA,0
"147","GCW","W",2022-06-02 12:30:00,"RM Young 05103-10-L",NA,NA,NA,1.7444,"wx_windspeed15","088f16ccc6baf1c3",NA,0
"148","GCW","W",2022-06-02 12:45:00,"RM Young 05103-10-L",NA,NA,NA,1.760733,"wx_windspeed15","4d4f160d49072562",NA,0
"149","GCW","W",2022-06-02 13:00:00,"RM Young 05103-10-L",NA,NA,NA,2.058871,"wx_windspeed15","17972bcbd3bdaafd",NA,0
"150","GCW","W",2022-06-02 13:15:00,"RM Young 05103-10-L",NA,NA,NA,2.227431,"wx_windspeed15","f1cad4c02c84e097",NA,0
"151","GCW","W",2022-06-02 13:30:00,"RM Young 05103-10-L",NA,NA,NA,2.167651,"wx_windspeed15","16427156452b78f6",NA,0
"152","GCW","W",2022-06-02 13:45:00,"RM Young 05103-10-L",NA,NA,NA,2.123986,"wx_windspeed15","7cf774829b82bec0",NA,0
"153","GCW","W",2022-06-02 14:00:00,"RM Young 05103-10-L",NA,NA,NA,1.864286,"wx_windspeed15","308e9e9413fe4dd4",NA,0
"154","GCW","W",2022-06-02 14:15:00,"RM Young 05103-10-L",NA,NA,NA,3.299442,"wx_windspeed15","5005425d495a6a49",NA,0
"155","GCW","W",2022-06-02 14:30:00,"RM Young 05103-10-L",NA,NA,NA,3.23694,"wx_windspeed15","89b324f189296054",NA,0
"156","GCW","W",2022-06-02 14:45:00,"RM Young 05103-10-L",NA,NA,NA,0.7142022,"wx_windspeed15","f64dbd67d3122b0e",NA,0
"157","GCW","W",2022-06-02 15:00:00,"RM Young 05103-10-L",NA,NA,NA,0.7285755,"wx_windspeed15","dac22a1fa251dc45",NA,0
"158","GCW","W",2022-06-02 15:15:00,"RM Young 05103-10-L",NA,NA,NA,0.6682511,"wx_windspeed15","d328ae1e95f99f65",NA,0
"159","GCW","W",2022-06-02 15:30:00,"RM Young 05103-10-L",NA,NA,NA,0.6621533,"wx_windspeed15","25a42076fd3376c0",NA,0
"160","GCW","W",2022-06-02 15:45:00,"RM Young 05103-10-L",NA,NA,NA,0.5710133,"wx_windspeed15","a7accb64f6c096b8",NA,0
"161","GCW","W",2022-06-02 16:00:00,"RM Young 05103-10-L",NA,NA,NA,1.012122,"wx_windspeed15","057a0e34f77298b8",NA,0
"162","GCW","W",2022-06-02 16:15:00,"RM Young 05103-10-L",NA,NA,NA,1.670247,"wx_windspeed15","dfa8b7b9a30d7a62",NA,0
"163","GCW","W",2022-06-02 16:30:00,"RM Young 05103-10-L",NA,NA,NA,1.9159,"wx_windspeed15","7405d48b466d90c9",NA,0
"164","GCW","W",2022-06-02 16:45:00,"RM Young 05103-10-L",NA,NA,NA,0.5690533,"wx_windspeed15","68371027f95c9be5",NA,0
"165","GCW","W",2022-06-02 17:00:00,"RM Young 05103-10-L",NA,NA,NA,0.6466911,"wx_windspeed15","2a1e8666b3a66910",NA,0
"166","GCW","W",2022-06-02 17:15:00,"RM Young 05103-10-L",NA,NA,NA,0.637,"wx_windspeed15","7abd954e9d03edb3",NA,0
"167","GCW","W",2022-06-02 17:30:00,"RM Young 05103-10-L",NA,NA,NA,0.2824578,"wx_windspeed15","a4c8d3d6a1031a23",NA,0
"168","GCW","W",2022-06-02 17:45:00,"RM Young 05103-10-L",NA,NA,NA,0.3583533,"wx_windspeed15","27c7f37a24a7e426",NA,0
"169","GCW","W",2022-06-02 18:00:00,"RM Young 05103-10-L",NA,NA,NA,0.4379511,"wx_windspeed15","a4bb07d1bcee8d38",NA,0
"170","GCW","W",2022-06-02 18:15:00,"RM Young 05103-10-L",NA,NA,NA,0.2625311,"wx_windspeed15","00666d23a256d672",NA,0
"171","GCW","W",2022-06-02 18:30:00,"RM Young 05103-10-L",NA,NA,NA,0.4833578,"wx_windspeed15","e6a08aac683ad320",NA,0
"172","GCW","W",2022-06-02 18:45:00,"RM Young 05103-10-L",NA,NA,NA,0.4512355,"wx_windspeed15","bc5ab5920e7ca463",NA,0
"173","GCW","W",2022-06-02 19:00:00,"RM Young 05103-10-L",NA,NA,NA,0.1777067,"wx_windspeed15","122e135052afcaa6",NA,0
"174","GCW","W",2022-06-02 19:15:00,"RM Young 05103-10-L",NA,NA,NA,0.2843089,"wx_windspeed15","75e394b1209b4d4a",NA,0
"175","GCW","W",2022-06-02 19:30:00,"RM Young 05103-10-L",NA,NA,NA,0.4632133,"wx_windspeed15","94fb67ba1b4f2729",NA,0
"176","GCW","W",2022-06-02 19:45:00,"RM Young 05103-10-L",NA,NA,NA,0.5068777,"wx_windspeed15","46af6c55b9824632",NA,0
"177","GCW","W",2022-06-02 20:00:00,"RM Young 05103-10-L",NA,NA,NA,0.2020978,"wx_windspeed15","bb237cf5df1fcadb",NA,0
"178","GCW","W",2022-06-02 20:15:00,"RM Young 05103-10-L",NA,NA,NA,0.5051355,"wx_windspeed15","a8f8a4815d78dd2e",NA,0
"179","GCW","W",2022-06-02 20:30:00,"RM Young 05103-10-L",NA,NA,NA,0.08046889,"wx_windspeed15","c3b0cc3cfa6f3829",NA,0
"180","GCW","W",2022-06-02 20:45:00,"RM Young 05103-10-L",NA,NA,NA,0.08242889,"wx_windspeed15","b78d15315b46cfd2",NA,0
"181","GCW","W",2022-06-02 21:00:00,"RM Young 05103-10-L",NA,NA,NA,0.1423178,"wx_windspeed15","ec25f0d13b43d64a",NA,0
"182","GCW","W",2022-06-02 21:15:00,"RM Young 05103-10-L",NA,NA,NA,0,"wx_windspeed15","4f79702f7ec1edab",NA,0
